Assay	Cell Type	Molecule
RNA	spleen tissue female adult (30 years)	
RNA	spleen tissue female adult (30 years)	
RNA	GM23248	
RNA	colonic mucosa tissue female child (16 years)	
RNA	colonic mucosa tissue female child (16 years)	
RNA	left ventricle myocardium inferior tissue male adult (60 years)	
RNA	left ventricle myocardium inferior tissue male adult (60 years)	
RNA	hindlimb muscle tissue male embryo (120 days)	
RNA	K562 treated with 10 uM Crizotinib for 4 hours	
RNA	endocrine pancreas tissue male adult (45 years)	
RNA	endocrine pancreas tissue male adult (45 years)	
RNA	muscle of back tissue male embryo (101 days)	
RNA	small intestine tissue female embryo (120 days)	
RNA	pancreas tissue female adult (47 years)	
RNA	pancreas tissue female adult (47 years)	
RNA	gastroesophageal sphincter tissue male adult (37 years)	
RNA	gastroesophageal sphincter tissue male adult (37 years)	
RNA	K562 nuclear fraction	
RNA	K562 nuclear fraction	
RNA	muscle of trunk tissue female embryo (120 days)	
RNA	thyroid gland tissue male adult (37 years)	
RNA	thyroid gland tissue male adult (37 years)	
RNA	activated CD8-positive, alpha-beta T cell male adult (21 years) treated with anti-CD3 and anti-CD28 coated beads	
RNA	activated CD8-positive, alpha-beta T cell male adult (21 years) treated with anti-CD3 and anti-CD28 coated beads	
RNA	small intestine tissue female embryo (98 days)	
RNA	amnion tissue female embryo (40 weeks)	
RNA	amnion tissue female embryo (40 weeks)	
RNA	HT1080	
RNA	HT1080	
RNA	with multiple sclerosis; IgD-negative memory B cell	
RNA	H1	
RNA	H1	
RNA	activated CD8-positive, alpha-beta memory T cell male adult (30 years)	
RNA	activated CD8-positive, alpha-beta memory T cell male adult (30 years)	
RNA	HepG2 membrane fraction	
RNA	HepG2 membrane fraction	
RNA	spinal cord tissue female embryo (113 days)	
RNA	right renal pelvis tissue male embryo (120 days)	
RNA	Peyer's patch tissue female adult (53 years)	
RNA	Peyer's patch tissue female adult (53 years)	
RNA	CD4-positive, alpha-beta T cell male adult (21 years)	
RNA	muscle of leg tissue male embryo (97 days)	
RNA	muscle of arm tissue male embryo (96 days)	
RNA	stomach tissue female embryo (108 days)	
RNA	lower leg skin tissue female adult (51 years)	
RNA	lower leg skin tissue female adult (51 years)	
RNA	HeLa-S3	
RNA	HeLa-S3	
RNA	stimulated activated CD8-positive, alpha-beta T cell male adult (21 years) treated with 10 ng/mL Interleukin-2, anti-CD3 and anti-CD28 coated beads	
RNA	stimulated activated CD8-positive, alpha-beta T cell male adult (21 years) treated with 10 ng/mL Interleukin-2, anti-CD3 and anti-CD28 coated beads	
RNA	right renal pelvis tissue male embryo (105 days)	
RNA	right lung tissue female embryo (108 days)	
RNA	adrenal gland tissue embryo (96 days)	
RNA	amnion tissue embryo (16 weeks)	
RNA	amnion tissue embryo (16 weeks)	
RNA	A673	
RNA	A673	
RNA	endodermal cell originated from H1	
RNA	endodermal cell originated from H1	
RNA	chorionic villus tissue male embryo (16 weeks)	
RNA	chorionic villus tissue male embryo (16 weeks)	
RNA	right lung tissue female embryo (105 days)	
RNA	HepG2	
RNA	HepG2	
RNA	muscle of leg tissue male embryo (97 days)	
RNA	middle frontal area 46 tissue female adult (90 or above years)	
RNA	middle frontal area 46 tissue female adult (90 or above years)	
RNA	psoas muscle tissue female adult (61 years)	
RNA	psoas muscle tissue female adult (61 years)	
RNA	K562 treated with 10 nM Bortezomib for 4 hours	
RNA	SJCRH30	
RNA	SJCRH30	
RNA	SK-N-DZ cytosolic fraction	
RNA	SK-N-DZ cytosolic fraction	
RNA	pancreas tissue female adult (30 years)	
RNA	pancreas tissue female adult (30 years)	
RNA	stomach tissue female embryo (110 days)	
RNA	right atrium auricular region tissue female adult (53 years)	
RNA	right atrium auricular region tissue female adult (53 years)	
RNA	neuronal stem cell originated from H1	
RNA	neuronal stem cell originated from H1	
RNA	left lung tissue male embryo (105 days)	
RNA	psoas muscle tissue female adult (41 years)	
RNA	psoas muscle tissue female adult (41 years)	
RNA	muscle of arm tissue male embryo (120 days)	
RNA	muscle of back tissue male embryo (97 days)	
RNA	pancreas tissue female adult (41 years)	
RNA	pancreas tissue female adult (41 years)	
RNA	A172	
RNA	A172	
RNA	Caki2	
RNA	Caki2	
RNA	with multiple sclerosis; naive thymus-derived CD8-positive, alpha-beta T cell	
RNA	NCI-H460 cytosolic fraction	
RNA	NCI-H460 cytosolic fraction	
RNA	body of pancreas tissue female adult (53 years)	
RNA	body of pancreas tissue female adult (53 years)	
RNA	H1	
RNA	H1	
RNA	CD4-positive, alpha-beta memory T cell	
RNA	upper lobe of left lung tissue female adult (61 years)	
RNA	upper lobe of left lung tissue female adult (61 years)	
RNA	left lung tissue female embryo (98 days)	
RNA	ectodermal cell originated from HUES64	
RNA	ectodermal cell originated from HUES64	
RNA	stimulated activated CD4-positive, alpha-beta T cell male adult (20 years) treated with 10 ng/mL Interleukin-2, anti-CD3 and anti-CD28 coated beads	
RNA	stimulated activated CD4-positive, alpha-beta T cell male adult (20 years) treated with 10 ng/mL Interleukin-2, anti-CD3 and anti-CD28 coated beads	
RNA	K562 insoluble cytoplasmic fraction	
RNA	K562 insoluble cytoplasmic fraction	
RNA	excitatory neuron genetically modified (insertion) using TALEN inserting M. musculus Neurog2 originated from WTC11	
RNA	K562 membrane fraction	
RNA	K562 membrane fraction	
RNA	naive thymus-derived CD4-positive, alpha-beta T cell	
RNA	with Alzheimer's disease; middle frontal area 46 tissue female adult (90 or above years)	
RNA	with Alzheimer's disease; middle frontal area 46 tissue female adult (90 or above years)	
RNA	adrenal gland tissue male adult (34 years)	
RNA	adrenal gland tissue male adult (34 years)	
RNA	K562 treated with 1% DMSO for 12 hours	
RNA	gastrocnemius medialis tissue female adult (51 years)	
RNA	gastrocnemius medialis tissue female adult (51 years)	
RNA	small intestine tissue female adult (30 years)	
RNA	small intestine tissue female adult (30 years)	
RNA	K562	
RNA	K562	
RNA	small intestine tissue male child (3 years)	
RNA	small intestine tissue male child (3 years)	
RNA	esophagus muscularis mucosa tissue female adult (51 years)	
RNA	esophagus muscularis mucosa tissue female adult (51 years)	
RNA	bronchus fibroblast of lung	
RNA	bronchus fibroblast of lung	
RNA	muscle of arm tissue female embryo (105 days)	
RNA	small intestine tissue male embryo (115 days)	
RNA	spleen tissue female adult (41 years)	
RNA	spleen tissue female adult (41 years)	
RNA	right cardiac atrium tissue female adult (59 years)	
RNA	right cardiac atrium tissue female adult (59 years)	
RNA	NCI-H460 nuclear fraction	
RNA	NCI-H460 nuclear fraction	
RNA	pancreas tissue male adult (34 years)	
RNA	pancreas tissue male adult (34 years)	
RNA	transverse colon tissue male adult (54 years)	
RNA	transverse colon tissue male adult (54 years)	
RNA	T-cell male adult (38 years)	
RNA	T-cell male adult (38 years)	
RNA	sciatic nerve tissue female adult (41 years)	
RNA	sciatic nerve tissue female adult (41 years)	
RNA	middle frontal area 46 tissue female adult (90 or above years)	
RNA	middle frontal area 46 tissue female adult (90 or above years)	
RNA	foreskin melanocyte male newborn	
RNA	foreskin melanocyte male newborn	
RNA	heart tissue female adult (30 years)	
RNA	heart tissue female adult (30 years)	
RNA	HFFc6	
RNA	HFFc6	
RNA	fibroblast of skin of back male embryo (97 days)	
RNA	K562	
RNA	K562	
RNA	with multiple sclerosis; CD14-positive monocyte	
RNA	H1	
RNA	H1	
RNA	omental fat pad tissue female adult (53 years)	
RNA	omental fat pad tissue female adult (53 years)	
RNA	with Alzheimer's disease; middle frontal area 46 tissue female adult (90 or above years)	
RNA	with Alzheimer's disease; middle frontal area 46 tissue female adult (90 or above years)	
RNA	PC-3	
RNA	PC-3	
RNA	tibial nerve tissue male adult (54 years)	
RNA	tibial nerve tissue male adult (54 years)	
RNA	placenta tissue female embryo	
RNA	placenta tissue female embryo	
RNA	muscle of back tissue male embryo (105 days)	
RNA	left cardiac atrium tissue female adult (59 years)	
RNA	left cardiac atrium tissue female adult (59 years)	
RNA	G401	
RNA	G401	
RNA	transverse colon tissue male adult (37 years)	
RNA	transverse colon tissue male adult (37 years)	
RNA	endothelial cell of umbilical vein newborn	
RNA	endothelial cell of umbilical vein newborn	
RNA	fibroblast of skin of back male embryo (97 days)	
RNA	spleen tissue male child (3 years)	
RNA	spleen tissue male child (3 years)	
RNA	mesenchymal stem cell originated from H1	
RNA	mesenchymal stem cell originated from H1	
RNA	CD4-positive, CD25-positive, alpha-beta regulatory T cell	
RNA	SK-MEL-5	
RNA	SK-MEL-5	
RNA	H1	
RNA	H1	
RNA	body of pancreas tissue female adult (51 years)	
RNA	body of pancreas tissue female adult (51 years)	
RNA	subcutaneous adipose tissue tissue male adult (54 years)	
RNA	subcutaneous adipose tissue tissue male adult (54 years)	
RNA	foreskin keratinocyte male newborn	
RNA	foreskin keratinocyte male newborn	
RNA	K562 treated with 10 nM Chaetocin for 12 hours	
RNA	immature natural killer cell	
RNA	with multiple sclerosis; CD4-positive, alpha-beta memory T cell	
RNA	WTC11	
RNA	WTC11	
RNA	mucosa of descending colon tissue male adult (40 years)	
RNA	mucosa of descending colon tissue male adult (40 years)	
RNA	right cardiac atrium tissue male adult (34 years)	
RNA	right cardiac atrium tissue male adult (34 years)	
RNA	muscle of arm tissue embryo (101 days)	
RNA	IgD-negative memory B cell	
RNA	gastrocnemius medialis tissue female adult (53 years)	
RNA	gastrocnemius medialis tissue female adult (53 years)	
RNA	adrenal gland tissue male adult (21 years)	
RNA	adrenal gland tissue male adult (21 years)	
RNA	hair follicular keratinocyte male adult (55 years)	
RNA	hair follicular keratinocyte male adult (55 years)	
RNA	fibroblast of skin of abdomen male embryo (97 days)	
RNA	adipose tissue tissue female adult (30 years)	
RNA	adipose tissue tissue female adult (30 years)	
RNA	thyroid gland tissue female adult (51 years)	
RNA	thyroid gland tissue female adult (51 years)	
RNA	adrenal gland tissue male embryo (108 days)	
RNA	K562 treated with 10 uM AR-42 for 24 hours	
RNA	naive thymus-derived CD8-positive, alpha-beta T cell male adult (30 years)	
RNA	naive thymus-derived CD8-positive, alpha-beta T cell male adult (30 years)	
RNA	heart left ventricle tissue male child (3 years)	
RNA	heart left ventricle tissue male child (3 years)	
RNA	testis tissue male adult (44 years)	
RNA	testis tissue male adult (44 years)	
RNA	K562 treated with 100 nM GSK J4 for 24 hours	
RNA	with Alzheimer's disease; middle frontal area 46 tissue female adult (86 years)	
RNA	with Alzheimer's disease; middle frontal area 46 tissue female adult (86 years)	
RNA	activated CD4-positive, alpha-beta memory T cell male adult (43 years)	
RNA	activated CD4-positive, alpha-beta memory T cell male adult (43 years)	
RNA	M059J	
RNA	M059J	
RNA	K562 insoluble cytoplasmic fraction	
RNA	K562 insoluble cytoplasmic fraction	
RNA	foreskin melanocyte male newborn	
RNA	foreskin melanocyte male newborn	
RNA	HCT116	
RNA	HCT116	
RNA	muscle of leg tissue female embryo (113 days)	
RNA	mesendoderm originated from H1	
RNA	mesendoderm originated from H1	
RNA	spleen tissue male embryo (120 days)	
RNA	with multiple sclerosis; immature natural killer cell	
RNA	prostate gland tissue male adult (54 years)	
RNA	prostate gland tissue male adult (54 years)	
RNA	trophoblast tissue embryo (22 weeks)	
RNA	trophoblast tissue embryo (22 weeks)	
RNA	stomach tissue female embryo (107 days)	
RNA	left kidney tissue male embryo (96 days)	
RNA	placental basal plate tissue male embryo (16 weeks)	
RNA	placental basal plate tissue male embryo (16 weeks)	
RNA	subcutaneous adipose tissue tissue male adult (37 years)	
RNA	subcutaneous adipose tissue tissue male adult (37 years)	
RNA	forelimb muscle tissue female embryo (108 days)	
RNA	H9	
RNA	H9	
RNA	H1	
RNA	H1	
RNA	IgD-negative memory B cell	
RNA	liver tissue male child (3 years)	
RNA	liver tissue male child (3 years)	
RNA	mole tissue female	
RNA	mole tissue female	
RNA	adipose tissue tissue male child (3 years)	
RNA	adipose tissue tissue male child (3 years)	
RNA	lower lobe of left lung tissue female adult (59 years)	
RNA	lower lobe of left lung tissue female adult (59 years)	
RNA	small intestine tissue male adult (34 years)	
RNA	small intestine tissue male adult (34 years)	
RNA	ascending aorta tissue female adult (53 years)	
RNA	ascending aorta tissue female adult (53 years)	
RNA	stomach tissue male adult (34 years)	
RNA	stomach tissue male adult (34 years)	
RNA	ovary tissue female adult (30 years)	
RNA	ovary tissue female adult (30 years)	
RNA	ovary tissue female embryo	
RNA	omental fat pad tissue male adult (37 years)	
RNA	omental fat pad tissue male adult (37 years)	
RNA	muscle of back tissue male embryo (91 days)	
RNA	progenitor cell of endocrine pancreas	
RNA	progenitor cell of endocrine pancreas	
RNA	left lung tissue male embryo (91 days)	
RNA	K562 treated with 7.5 nM Panobinostat for 24 hours	
RNA	HFFc6	
RNA	HFFc6	
RNA	HUES64	
RNA	HUES64	
RNA	K562 treated with 10 uM Crizotinib for 12 hours	
RNA	adrenal gland tissue female embryo (108 days)	
RNA	gastroesophageal sphincter tissue female adult (53 years)	
RNA	gastroesophageal sphincter tissue female adult (53 years)	
RNA	chorion tissue male embryo (16 weeks)	
RNA	chorion tissue male embryo (16 weeks)	
RNA	adipose tissue tissue male adult (34 years)	
RNA	adipose tissue tissue male adult (34 years)	
RNA	PC-9	
RNA	PC-9	
RNA	GM23338 originated from GM23248	
RNA	esophagus muscularis mucosa tissue male adult (54 years)	
RNA	esophagus muscularis mucosa tissue male adult (54 years)	
RNA	stomach tissue female adult (53 years)	
RNA	stomach tissue female adult (53 years)	
RNA	adrenal gland tissue female adult (53 years)	
RNA	adrenal gland tissue female adult (53 years)	
RNA	naive thymus-derived CD4-positive, alpha-beta T cell	
RNA	testis tissue male embryo	
RNA	K562 treated with 50 uM C646 for 4 hours	
RNA	left colon tissue female adult (59 years)	
RNA	left colon tissue female adult (59 years)	
RNA	left renal cortex interstitium tissue male embryo (120 days)	
RNA	neural crest cell	
RNA	neural crest cell	
RNA	with multiple sclerosis; CD4-positive, CD25-positive, alpha-beta regulatory T cell	
RNA	trophoblast cell originated from H1	
RNA	trophoblast cell originated from H1	
RNA	T-cell male adult (37 years)	
RNA	aorta tissue male adult (34 years)	
RNA	aorta tissue male adult (34 years)	
RNA	adrenal gland tissue female adult (41 years)	
RNA	adrenal gland tissue female adult (41 years)	
RNA	with multiple sclerosis; CD8-positive, alpha-beta memory T cell	
RNA	with multiple sclerosis; immature natural killer cell	
RNA	heart left ventricle tissue male adult (34 years)	
RNA	heart left ventricle tissue male adult (34 years)	
RNA	left colon tissue female adult (46 years)	
RNA	left colon tissue female adult (46 years)	
RNA	chondrocyte	
RNA	chondrocyte	
RNA	stomach tissue embryo (101 days)	
RNA	thymus tissue male child (3 years)	
RNA	thymus tissue male child (3 years)	
RNA	large intestine tissue male embryo (91 days)	
RNA	activated CD4-positive, alpha-beta memory T cell male adult (43 years)	
RNA	activated CD4-positive, alpha-beta memory T cell male adult (43 years)	
RNA	trophoblast tissue male embryo (16 weeks)	
RNA	trophoblast tissue male embryo (16 weeks)	
RNA	stomach tissue female embryo (98 days)	
RNA	with multiple sclerosis; naive B cell	
RNA	amnion tissue male embryo (16 weeks)	
RNA	amnion tissue male embryo (16 weeks)	
RNA	muscle of arm tissue female embryo (85 days)	
RNA	K562	
RNA	K562	
RNA	placental basal plate tissue male embryo (38 weeks)	
RNA	placental basal plate tissue male embryo (38 weeks)	
RNA	middle frontal area 46 tissue female adult (85 years)	
RNA	middle frontal area 46 tissue female adult (85 years)	
RNA	tibial nerve tissue male adult (37 years)	
RNA	tibial nerve tissue male adult (37 years)	
RNA	GM23248	
RNA	GM23248	
RNA	IMR-90	
RNA	IMR-90	
RNA	transverse colon tissue female adult (53 years)	
RNA	transverse colon tissue female adult (53 years)	
RNA	adrenal gland tissue female adult (51 years)	
